MEP_name,MEP_id,national_party,national_party_id,EU_parliament_group,EU_parliament_group_id,EU_electoral_district,EU_electoral_district_id,elected_in_country,elected_in_country_id,start_date,end_date,parliamentary_term,parliamentary_term_id
Ian Paisley,http://www.wikidata.org/entity/Q296597,Democratic Unionist Party,http://www.wikidata.org/entity/Q215519,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Northern Ireland,http://www.wikidata.org/entity/Q7058448,United Kingdom,http://www.wikidata.org/entity/Q145,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Ian Paisley,http://www.wikidata.org/entity/Q296597,Democratic Unionist Party,http://www.wikidata.org/entity/Q215519,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Northern Ireland,http://www.wikidata.org/entity/Q7058448,United Kingdom,http://www.wikidata.org/entity/Q145,1984-07-24,1989-07-24,Second European Parliament,http://www.wikidata.org/entity/Q17315703
Ian Paisley,http://www.wikidata.org/entity/Q296597,Democratic Unionist Party,http://www.wikidata.org/entity/Q215519,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Northern Ireland,http://www.wikidata.org/entity/Q7058448,United Kingdom,http://www.wikidata.org/entity/Q145,1999-07-20,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Ian Paisley,http://www.wikidata.org/entity/Q296597,Democratic Unionist Party,http://www.wikidata.org/entity/Q215519,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Northern Ireland,http://www.wikidata.org/entity/Q7058448,United Kingdom,http://www.wikidata.org/entity/Q145,1979-07-17,1984-07-23,First European Parliament,http://www.wikidata.org/entity/Q17315702
Wayne David,http://www.wikidata.org/entity/Q296716,Labour Party,http://www.wikidata.org/entity/Q9630,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,South Wales Central,http://www.wikidata.org/entity/Q7568761,United Kingdom,http://www.wikidata.org/entity/Q145,1994-07-19,1999-07-19,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Wayne David,http://www.wikidata.org/entity/Q296716,Labour Party,http://www.wikidata.org/entity/Q9630,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,South Wales East,http://www.wikidata.org/entity/Q7568765,United Kingdom,http://www.wikidata.org/entity/Q145,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Simone Veil,http://www.wikidata.org/entity/Q298180,,,,,,,,,1979-07-17,1993-03-30,,
Simone Veil,http://www.wikidata.org/entity/Q298180,Union for French Democracy,http://www.wikidata.org/entity/Q827415,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1979-07-17,1984-07-23,First European Parliament,http://www.wikidata.org/entity/Q17315702
Simone Veil,http://www.wikidata.org/entity/Q298180,Union for French Democracy,http://www.wikidata.org/entity/Q827415,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1989-07-25,1993-03-30,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Simone Veil,http://www.wikidata.org/entity/Q298180,Union for French Democracy,http://www.wikidata.org/entity/Q827415,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1984-07-24,1989-07-24,Second European Parliament,http://www.wikidata.org/entity/Q17315703
Dubravka Šuica,http://www.wikidata.org/entity/Q299667,Croatian Democratic Union,http://www.wikidata.org/entity/Q738439,European People's Party group,http://www.wikidata.org/entity/Q635616,Croatia,http://www.wikidata.org/entity/Q16952783,Croatia,http://www.wikidata.org/entity/Q224,2013-07-01,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Dubravka Šuica,http://www.wikidata.org/entity/Q299667,Croatian Democratic Union,http://www.wikidata.org/entity/Q738439,European People's Party group,http://www.wikidata.org/entity/Q635616,Croatia,http://www.wikidata.org/entity/Q16952783,Croatia,http://www.wikidata.org/entity/Q224,2014-07-01,2019-07-01,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
Aart Geurtsen,http://www.wikidata.org/entity/Q303141,People's Party for Freedom and Democracy,http://www.wikidata.org/entity/Q239333,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,Netherlands,http://www.wikidata.org/entity/Q16250490,Netherlands,http://www.wikidata.org/entity/Q55,1979-07-17,1984-07-23,First European Parliament,http://www.wikidata.org/entity/Q17315702
Josep Borrell,http://www.wikidata.org/entity/Q312901,Spanish Socialist Workers' Party,http://www.wikidata.org/entity/Q138198,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Spain,http://www.wikidata.org/entity/Q16254367,Spain,http://www.wikidata.org/entity/Q29,2004-07-20,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Wilfried Martens,http://www.wikidata.org/entity/Q313809,Christian Democratic and Flemish,http://www.wikidata.org/entity/Q750673,European People's Party group,http://www.wikidata.org/entity/Q635616,Dutch-speaking electoral college,http://www.wikidata.org/entity/Q3677922,Belgium,http://www.wikidata.org/entity/Q31,1994-07-19,1999-07-19,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Leonardo Sciascia,http://www.wikidata.org/entity/Q317142,,,,,,,,,1979-01-01,1979-01-01,,
Leonardo Sciascia,http://www.wikidata.org/entity/Q317142,Radical Party,http://www.wikidata.org/entity/Q2704736,Technical Group of Independents,http://www.wikidata.org/entity/Q1440566,Italy,http://www.wikidata.org/entity/Q38,,,1979-07-17,1979-09-24,First European Parliament,http://www.wikidata.org/entity/Q17315702
Edgar Faure,http://www.wikidata.org/entity/Q327013,Union for France,http://www.wikidata.org/entity/Q3550414,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1979-07-17,1984-07-23,First European Parliament,http://www.wikidata.org/entity/Q17315702
John Bowis,http://www.wikidata.org/entity/Q327482,Conservative Party,http://www.wikidata.org/entity/Q9626,European People's Party group,http://www.wikidata.org/entity/Q635616,London,http://www.wikidata.org/entity/Q6669763,United Kingdom,http://www.wikidata.org/entity/Q145,1999-07-20,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
John Bowis,http://www.wikidata.org/entity/Q327482,Conservative Party,http://www.wikidata.org/entity/Q9626,European People's Party group,http://www.wikidata.org/entity/Q635616,London,http://www.wikidata.org/entity/Q6669763,United Kingdom,http://www.wikidata.org/entity/Q145,2004-07-20,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Bogdan Wenta,http://www.wikidata.org/entity/Q328497,Civic Platform,http://www.wikidata.org/entity/Q156868,European People's Party group,http://www.wikidata.org/entity/Q635616,Lesser Poland and Świętokrzyskie,http://www.wikidata.org/entity/Q6531509,Poland,http://www.wikidata.org/entity/Q36,2014-07-01,2018-11-13,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
"Patricia Rawlings, Baroness Rawlings",http://www.wikidata.org/entity/Q336149,Conservative Party,http://www.wikidata.org/entity/Q9626,European People's Party group,http://www.wikidata.org/entity/Q635616,Essex South West,http://www.wikidata.org/entity/Q5399791,United Kingdom,http://www.wikidata.org/entity/Q145,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
"Hugh Mackay, 14th Lord Reay",http://www.wikidata.org/entity/Q336403,,,,,,,,,1973-01-01,1979-07-16,,
"Robin Teverson, Baron Teverson",http://www.wikidata.org/entity/Q336427,Liberal Democrats,http://www.wikidata.org/entity/Q9624,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,Cornwall and West Plymouth,http://www.wikidata.org/entity/Q5172020,United Kingdom,http://www.wikidata.org/entity/Q145,1994-07-19,1999-07-19,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Radu Podgorean,http://www.wikidata.org/entity/Q347202,Social Democratic Party,http://www.wikidata.org/entity/Q752435,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Romania,http://www.wikidata.org/entity/Q7362480,Romania,http://www.wikidata.org/entity/Q218,2007-01-01,2007-12-09,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Mircea Coșea,http://www.wikidata.org/entity/Q348770,independent politician,http://www.wikidata.org/entity/Q327591,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Romania,http://www.wikidata.org/entity/Q7362480,Romania,http://www.wikidata.org/entity/Q218,2007-01-01,2007-12-09,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
António Correia de Campos,http://www.wikidata.org/entity/Q365986,Socialist Party,http://www.wikidata.org/entity/Q847263,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Portugal,http://www.wikidata.org/entity/Q7232531,Portugal,http://www.wikidata.org/entity/Q45,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Petru Filip,http://www.wikidata.org/entity/Q366688,Democratic Liberal Party,http://www.wikidata.org/entity/Q852402,European People's Party group,http://www.wikidata.org/entity/Q635616,Romania,http://www.wikidata.org/entity/Q7362480,Romania,http://www.wikidata.org/entity/Q218,2007-12-10,2008-12-18,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Biagio De Giovanni,http://www.wikidata.org/entity/Q367511,Democratic Party of the Left,http://www.wikidata.org/entity/Q1294923,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Italy,http://www.wikidata.org/entity/Q38,,,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Biagio De Giovanni,http://www.wikidata.org/entity/Q367511,Democratic Party of the Left,http://www.wikidata.org/entity/Q1294923,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Italy,http://www.wikidata.org/entity/Q38,,,1994-07-19,1999-07-19,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Witold Tomczak,http://www.wikidata.org/entity/Q369362,League of Polish Families,http://www.wikidata.org/entity/Q687574,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Poland,http://www.wikidata.org/entity/Q7208888,Poland,http://www.wikidata.org/entity/Q36,2004-05-01,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Witold Tomczak,http://www.wikidata.org/entity/Q369362,League of Polish Families,http://www.wikidata.org/entity/Q687574,Independence/Democracy,http://www.wikidata.org/entity/Q655137,Poland,http://www.wikidata.org/entity/Q7208888,Poland,http://www.wikidata.org/entity/Q36,2004-07-20,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Catherine Grèze,http://www.wikidata.org/entity/Q377176,Europe Ecology – The Greens,http://www.wikidata.org/entity/Q613786,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,South-West France,http://www.wikidata.org/entity/Q556616,France,http://www.wikidata.org/entity/Q142,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Adrien Zeller,http://www.wikidata.org/entity/Q377291,Union for French Democracy,http://www.wikidata.org/entity/Q827415,European People's Party group,http://www.wikidata.org/entity/Q635616,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1989-07-25,1992-04-05,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Karel De Gucht,http://www.wikidata.org/entity/Q381218,Open Flemish Liberals and Democrats,http://www.wikidata.org/entity/Q1160192,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,Dutch-speaking electoral college,http://www.wikidata.org/entity/Q3677922,Belgium,http://www.wikidata.org/entity/Q31,1984-07-24,1989-07-24,Second European Parliament,http://www.wikidata.org/entity/Q17315703
Karel De Gucht,http://www.wikidata.org/entity/Q381218,Open Flemish Liberals and Democrats,http://www.wikidata.org/entity/Q1160192,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,Dutch-speaking electoral college,http://www.wikidata.org/entity/Q3677922,Belgium,http://www.wikidata.org/entity/Q31,1980-05-21,1984-07-23,First European Parliament,http://www.wikidata.org/entity/Q17315702
Karel De Gucht,http://www.wikidata.org/entity/Q381218,Open Flemish Liberals and Democrats,http://www.wikidata.org/entity/Q1160192,European Liberal Democrat and Reform Party Group,http://www.wikidata.org/entity/Q1671234,Dutch-speaking electoral college,http://www.wikidata.org/entity/Q3677922,Belgium,http://www.wikidata.org/entity/Q31,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Dawid Jackiewicz,http://www.wikidata.org/entity/Q382848,Law and Justice,http://www.wikidata.org/entity/Q156874,European Conservatives and Reformists,http://www.wikidata.org/entity/Q1345559,Lower Silesian and Opole,http://www.wikidata.org/entity/Q6693819,Poland,http://www.wikidata.org/entity/Q36,2014-07-01,2015-11-15,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
Roselyne Bachelot,http://www.wikidata.org/entity/Q436173,Union for a Popular Movement,http://www.wikidata.org/entity/Q173152,European People's Party group,http://www.wikidata.org/entity/Q635616,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,2004-07-20,2007-05-17,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Mercedes Bresso,http://www.wikidata.org/entity/Q437151,Democratic Party,http://www.wikidata.org/entity/Q47729,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,North-West Italy,http://www.wikidata.org/entity/Q3677915,Italy,http://www.wikidata.org/entity/Q38,2014-07-01,,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
Mercedes Bresso,http://www.wikidata.org/entity/Q437151,Democratic Party of the Left,http://www.wikidata.org/entity/Q1294923,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,North-West Italy,http://www.wikidata.org/entity/Q3677915,Italy,http://www.wikidata.org/entity/Q38,2004-07-20,2005-05-24,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Anna Rosbach,http://www.wikidata.org/entity/Q438897,Fokus,http://www.wikidata.org/entity/Q4993661,European Conservatives and Reformists,http://www.wikidata.org/entity/Q1345559,Denmark,http://www.wikidata.org/entity/Q5257930,Denmark,http://www.wikidata.org/entity/Q35,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Nicole Kiil-Nielsen,http://www.wikidata.org/entity/Q439982,Europe Ecology – The Greens,http://www.wikidata.org/entity/Q613786,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,West France,http://www.wikidata.org/entity/Q556707,France,http://www.wikidata.org/entity/Q142,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Fabienne Keller,http://www.wikidata.org/entity/Q440151,Union for French Democracy,http://www.wikidata.org/entity/Q827415,European People's Party group,http://www.wikidata.org/entity/Q635616,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,2002-06-17,2002-07-02,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Magda Aelvoet,http://www.wikidata.org/entity/Q440705,Agalev,http://www.wikidata.org/entity/Q19760801,The Green Group in the European Parliament,http://www.wikidata.org/entity/Q3777459,Dutch-speaking electoral college,http://www.wikidata.org/entity/Q3677922,Belgium,http://www.wikidata.org/entity/Q31,1994-07-19,1999-07-19,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Viliam Veteška,http://www.wikidata.org/entity/Q440739,People's Party – Movement for a Democratic Slovakia,http://www.wikidata.org/entity/Q828392,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Slovakia,http://www.wikidata.org/entity/Q7541598,Slovakia,http://www.wikidata.org/entity/Q214,2004-05-01,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Andrzej Tomasz Zapałowski,http://www.wikidata.org/entity/Q440778,independent politician,http://www.wikidata.org/entity/Q327591,Union for Europe of the Nations,http://www.wikidata.org/entity/Q835545,Poland,http://www.wikidata.org/entity/Q7208888,Poland,http://www.wikidata.org/entity/Q36,2005-07-12,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Marina Yannakoudakis,http://www.wikidata.org/entity/Q441535,Conservative Party,http://www.wikidata.org/entity/Q9626,European Conservatives and Reformists,http://www.wikidata.org/entity/Q1345559,London,http://www.wikidata.org/entity/Q6669763,United Kingdom,http://www.wikidata.org/entity/Q145,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Yannick Jadot,http://www.wikidata.org/entity/Q441791,Europe Ecology – The Greens,http://www.wikidata.org/entity/Q613786,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,West France,http://www.wikidata.org/entity/Q556707,France,http://www.wikidata.org/entity/Q142,2014-07-01,,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
Yannick Jadot,http://www.wikidata.org/entity/Q441791,Europe Ecology – The Greens,http://www.wikidata.org/entity/Q613786,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,West France,http://www.wikidata.org/entity/Q556707,France,http://www.wikidata.org/entity/Q142,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Robert Hersant,http://www.wikidata.org/entity/Q442717,Democratic Convention,http://www.wikidata.org/entity/Q2996312,European People's Party group,http://www.wikidata.org/entity/Q635616,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1984-07-24,1989-07-24,Second European Parliament,http://www.wikidata.org/entity/Q17315703
Robert Hersant,http://www.wikidata.org/entity/Q442717,Democratic Convention,http://www.wikidata.org/entity/Q2996312,European People's Party group,http://www.wikidata.org/entity/Q635616,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Robert Hersant,http://www.wikidata.org/entity/Q442717,Democratic Convention,http://www.wikidata.org/entity/Q2996312,European People's Party group,http://www.wikidata.org/entity/Q635616,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1994-07-19,1996-04-21,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Michèle Rivasi,http://www.wikidata.org/entity/Q442810,Ecology Generation,http://www.wikidata.org/entity/Q1153753,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,South-East France,http://www.wikidata.org/entity/Q556832,France,http://www.wikidata.org/entity/Q142,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Michèle Rivasi,http://www.wikidata.org/entity/Q442810,Europe Ecology – The Greens,http://www.wikidata.org/entity/Q613786,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,South-East France,http://www.wikidata.org/entity/Q556832,France,http://www.wikidata.org/entity/Q142,2014-07-01,,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
Rovana Plumb,http://www.wikidata.org/entity/Q443095,Social Democratic Party,http://www.wikidata.org/entity/Q752435,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Romania,http://www.wikidata.org/entity/Q7362480,Romania,http://www.wikidata.org/entity/Q218,2009-07-14,2012-05-06,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Jean-Pierre Cot,http://www.wikidata.org/entity/Q826275,Socialist Party,http://www.wikidata.org/entity/Q170972,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Ferdinand Friedensburg,http://www.wikidata.org/entity/Q895898,,,,,,,,,1958-01-01,1965-01-01,,
Brian Monteith,http://www.wikidata.org/entity/Q912776,Brexit Party,http://www.wikidata.org/entity/Q61651140,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,North East England,http://www.wikidata.org/entity/Q7055193,United Kingdom,http://www.wikidata.org/entity/Q145,2019-07-02,2020-01-31,Ninth European Parliament,http://www.wikidata.org/entity/Q64038205
Pino Rauti,http://www.wikidata.org/entity/Q922336,,,,,,,,,1989-01-01,1999-01-01,,
Pino Rauti,http://www.wikidata.org/entity/Q922336,Italian Social Movement,http://www.wikidata.org/entity/Q1126102,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Italy,http://www.wikidata.org/entity/Q38,,,1989-07-25,1994-07-18,Third European Parliament,http://www.wikidata.org/entity/Q17315704
Pino Rauti,http://www.wikidata.org/entity/Q922336,Italian Social Movement,http://www.wikidata.org/entity/Q1126102,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Italy,http://www.wikidata.org/entity/Q38,,,1994-07-19,1999-07-19,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Carl Lang,http://www.wikidata.org/entity/Q927873,National Rally,http://www.wikidata.org/entity/Q205150,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1994-07-19,1999-07-19,Fourth European Parliament,http://www.wikidata.org/entity/Q17315706
Carl Lang,http://www.wikidata.org/entity/Q927873,National Rally,http://www.wikidata.org/entity/Q205150,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,North-West France,http://www.wikidata.org/entity/Q556621,France,http://www.wikidata.org/entity/Q142,2004-07-20,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Carl Lang,http://www.wikidata.org/entity/Q927873,National Rally,http://www.wikidata.org/entity/Q205150,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1999-07-20,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Philippe Lamberts,http://www.wikidata.org/entity/Q937002,Ecolo,http://www.wikidata.org/entity/Q655611,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,French-speaking electoral college (Belgium),http://www.wikidata.org/entity/Q3677924,Belgium,http://www.wikidata.org/entity/Q31,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Philippe Lamberts,http://www.wikidata.org/entity/Q937002,Ecolo,http://www.wikidata.org/entity/Q655611,The Greens–European Free Alliance,http://www.wikidata.org/entity/Q751935,French-speaking electoral college (Belgium),http://www.wikidata.org/entity/Q3677924,Belgium,http://www.wikidata.org/entity/Q31,2014-07-01,2019-07-01,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
Robert Hue,http://www.wikidata.org/entity/Q937091,French Communist Party,http://www.wikidata.org/entity/Q192821,European United Left–Nordic Green Left,http://www.wikidata.org/entity/Q753711,France,http://www.wikidata.org/entity/Q5478259,France,http://www.wikidata.org/entity/Q142,1999-07-20,2000-07-31,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Lucas Hartong,http://www.wikidata.org/entity/Q939681,Party for Freedom,http://www.wikidata.org/entity/Q332739,Non-Inscrits,http://www.wikidata.org/entity/Q1440626,Netherlands,http://www.wikidata.org/entity/Q16250490,Netherlands,http://www.wikidata.org/entity/Q55,2010-06-22,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Malcolm Harbour,http://www.wikidata.org/entity/Q946682,Conservative Party,http://www.wikidata.org/entity/Q9626,European Conservatives and Reformists,http://www.wikidata.org/entity/Q1345559,West Midlands,http://www.wikidata.org/entity/Q7985930,United Kingdom,http://www.wikidata.org/entity/Q145,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Malcolm Harbour,http://www.wikidata.org/entity/Q946682,Conservative Party,http://www.wikidata.org/entity/Q9626,European People's Party group,http://www.wikidata.org/entity/Q635616,West Midlands,http://www.wikidata.org/entity/Q7985930,United Kingdom,http://www.wikidata.org/entity/Q145,1999-07-20,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Malcolm Harbour,http://www.wikidata.org/entity/Q946682,Conservative Party,http://www.wikidata.org/entity/Q9626,European People's Party group,http://www.wikidata.org/entity/Q635616,West Midlands,http://www.wikidata.org/entity/Q7985930,United Kingdom,http://www.wikidata.org/entity/Q145,2004-07-20,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Jens Holm,http://www.wikidata.org/entity/Q946708,Left Party,http://www.wikidata.org/entity/Q110837,European United Left–Nordic Green Left,http://www.wikidata.org/entity/Q753711,Sweden,http://www.wikidata.org/entity/Q7654287,Sweden,http://www.wikidata.org/entity/Q34,2006-09-27,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
József Ékes,http://www.wikidata.org/entity/Q954270,Hungarian Democratic Forum,http://www.wikidata.org/entity/Q766275,European People's Party group,http://www.wikidata.org/entity/Q635616,Hungary,http://www.wikidata.org/entity/Q5943060,Hungary,http://www.wikidata.org/entity/Q28,2004-05-01,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Emilio Menéndez,http://www.wikidata.org/entity/Q961250,Spanish Socialist Workers' Party,http://www.wikidata.org/entity/Q138198,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Spain,http://www.wikidata.org/entity/Q16254367,Spain,http://www.wikidata.org/entity/Q29,1999-07-20,2004-07-19,Fifth European Parliament,http://www.wikidata.org/entity/Q16836722
Emilio Menéndez,http://www.wikidata.org/entity/Q961250,Spanish Socialist Workers' Party,http://www.wikidata.org/entity/Q138198,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Spain,http://www.wikidata.org/entity/Q16254367,Spain,http://www.wikidata.org/entity/Q29,2004-07-20,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Emilio Menéndez,http://www.wikidata.org/entity/Q961250,Spanish Socialist Workers' Party,http://www.wikidata.org/entity/Q138198,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,Spain,http://www.wikidata.org/entity/Q16254367,Spain,http://www.wikidata.org/entity/Q29,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Roberts Zīle,http://www.wikidata.org/entity/Q969701,For Fatherland and Freedom/LNNK,http://www.wikidata.org/entity/Q1479723,Union for Europe of the Nations,http://www.wikidata.org/entity/Q835545,Latvia,http://www.wikidata.org/entity/Q6497226,Latvia,http://www.wikidata.org/entity/Q211,2004-07-20,2009-07-13,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
Roberts Zīle,http://www.wikidata.org/entity/Q969701,National Alliance,http://www.wikidata.org/entity/Q1576026,European Conservatives and Reformists,http://www.wikidata.org/entity/Q1345559,Latvia,http://www.wikidata.org/entity/Q6497226,Latvia,http://www.wikidata.org/entity/Q211,2014-07-01,,Eighth European Parliament,http://www.wikidata.org/entity/Q17315694
Roberts Zīle,http://www.wikidata.org/entity/Q969701,For Fatherland and Freedom/LNNK,http://www.wikidata.org/entity/Q1479723,European Conservatives and Reformists,http://www.wikidata.org/entity/Q1345559,Latvia,http://www.wikidata.org/entity/Q6497226,Latvia,http://www.wikidata.org/entity/Q211,2009-07-14,2014-06-30,Seventh European Parliament,http://www.wikidata.org/entity/Q4644021
Adeline Hazan,http://www.wikidata.org/entity/Q974202,Socialist Party,http://www.wikidata.org/entity/Q170972,Progressive Alliance of Socialists and Democrats,http://www.wikidata.org/entity/Q507343,East France,http://www.wikidata.org/entity/Q547526,France,http://www.wikidata.org/entity/Q142,2004-07-20,2008-05-17,Sixth European Parliament,http://www.wikidata.org/entity/Q4642661
